Logger ID;Year;Month;Day;Hour;Minute;Second;Latitude;Longitude;Speed;Searching time;Voltage;Temperature;Altitude;Div up;Div down;No GPS - timeout;No GPS - diving;In range;Diving duration;Raw latitude;Raw Longitude;Decision voltage;Milisecond;Acc_X;Acc_Y;Acc_Z
BAR05;2018;12;28;10;51;0;-37.797283;77.571600;2.4;70;4.08;22.5;;;;;;;;3747837S;07734296E;;0;;;
BAR05;2018;12;28;10;53;0;-37.797250;77.571517;1.7;101;4.08;22.5;;;;;;;;3747835S;07734291E;;0;;;
BAR05;2018;12;28;10;53;0;-37.797233;77.571717;2.1;17;4.08;22.5;;;;;;;;3747834S;07734303E;;0;;;
BAR05;2018;12;28;10;53;0;-37.797133;77.571733;2.0;3;4.08;22.5;;;;;;;;3747828S;07734304E;;0;;;
BAR05;2018;12;28;10;58;0;-37.796417;77.570250;2.3;11;4.06;21.5;39;;;;;;;3747785S;07734215E;;0;;;
BAR05;2018;12;28;11;3;0;-37.795500;77.569300;0.6;7;4.06;20.5;0;;;;;;;3747730S;07734158E;;0;;;
BAR05;2018;12;28;11;9;0;-37.795433;77.569333;0.7;12;4.05;20;10;;;;;;;3747726S;07734160E;;0;;;
BAR05;2018;12;28;11;14;0;-37.795267;77.569317;1.2;16;4.05;19.5;13;;;;;;;3747716S;07734159E;;0;;;
BAR05;2018;12;28;11;19;0;-37.795267;77.569333;3.0;25;4.05;19.5;0;;;;;;;3747716S;07734160E;;0;;;
BAR05;2018;12;28;11;24;0;-37.795450;77.569267;1.7;11;4.05;19;0;;;;;;;3747727S;07734156E;;0;;;
BAR05;2018;12;28;11;30;0;-37.795283;77.569350;3.6;12;4.05;18.5;0;;;;;;;3747717S;07734161E;;0;;;
BAR05;2018;12;28;11;35;0;-37.795467;77.569350;1.6;15;4.05;19;28;;;;;;;3747728S;07734161E;;0;;;
BAR05;2018;12;28;11;40;0;-37.795517;77.569400;0.9;19;4.05;18.5;14;;;;;;;3747731S;07734164E;;0;;;
BAR05;2018;12;28;11;45;0;-37.795333;77.570017;0.1;19;4.05;18.5;7;;;;;;;3747720S;07734201E;;0;;;
BAR05;2018;12;28;11;51;0;-37.795500;77.571250;1.5;7;4.04;18;42;;;;;;;3747730S;07734275E;;0;;;
BAR05;2018;12;28;11;52;1;;;;;;;;;;;;1;;;;4.04;0;;;
BAR05;2018;12;28;11;52;2;;;;;;;;;;;;1;;;;4.04;0;;;
BAR05;2018;12;28;11;52;53;;;;;;;;;;;;1;;;;4.04;0;;;
BAR05;2018;12;28;11;52;54;;;;;;;;;;;;1;;;;4.04;0;;;
BAR05;2018;12;28;11;53;49;;;;;;;;;;;;1;;;;4.04;0;;;
BAR05;2018;12;28;11;53;50;;;;;;;;;;;;1;;;;4.04;0;;;
BAR05;2018;12;28;11;54;46;;;;;;;;;;;;1;;;;4.04;0;;;
BAR05;2018;12;28;11;54;47;;;;;;;;;;;;1;;;;4.04;0;;;
BAR05;2018;12;28;11;55;41;;;;;;;;;;;;1;;;;4.04;0;;;
BAR05;2018;12;28;11;55;42;;;;;;;;;;;;1;;;;4.04;0;;;
BAR05;2018;12;28;11;55;57;;;;;;;;;;;;1;;;;4.04;0;;;
BAR05;2018;12;28;11;55;58;;;;;;;;;;;;1;;;;4.04;0;;;
BAR05;2018;12;28;11;55;59;;;;;;;;;;;;1;;;;4.04;0;;;
BAR05;2018;12;28;11;56;0;-37.795250;77.572150;0.2;30;4.04;18.5;18;;;;;;;3747715S;07734329E;;0;;;
BAR05;2018;12;28;11;57;27;;;;;;;;;;;;1;;;;4.03;0;;;
BAR05;2018;12;28;11;57;28;;;;;;;;;;;;1;;;;4.03;0;;;
BAR05;2018;12;28;11;58;22;;;;;;;;;;;;1;;;;4.03;0;;;
BAR05;2018;12;28;11;58;23;;;;;;;;;;;;1;;;;4.03;0;;;
BAR05;2018;12;28;11;59;18;;;;;;;;;;;;1;;;;4.03;0;;;
BAR05;2018;12;28;11;59;19;;;;;;;;;;;;1;;;;4.03;0;;;
BAR05;2018;12;28;12;0;15;;;;;;;;;;;;1;;;;4.03;0;;;
BAR05;2018;12;28;12;0;16;;;;;;;;;;;;1;;;;4.03;0;;;
BAR05;2018;12;28;12;1;0;-37.795367;77.572850;0.2;9;4.03;18;3;;;;;;;3747722S;07734371E;;0;;;
BAR05;2018;12;28;12;1;10;;;;;;;;;;;;1;;;;4.03;0;;;
BAR05;2018;12;28;12;1;11;;;;;;;;;;;;1;;;;4.03;0;;;
BAR05;2018;12;28;12;1;26;;;;;;;;;;;;1;;;;4.03;0;;;
BAR05;2018;12;28;12;1;27;;;;;;;;;;;;1;;;;4.03;0;;;
