Iter	HR	R.cor
168	90	-0.0138490425592872
169	50	-0.0783144163523983
169	90	-0.119810553324808
170	50	0.0074013977345271
170	90	-0.0473659416146281
171	50	-0.0416515220570761
171	90	-0.0239276198526408
172	50	-0.108085497228507
172	90	-0.140569543336045
173	50	-0.0353235478770614
173	90	-0.0218546837629482
174	50	-0.0430914925964252
174	90	-0.0542844081267234
175	50	-0.129003377225104
175	90	-0.0812431621195128
176	50	-0.0397047791501929
176	90	-0.0620083676372099
177	50	-0.126112506599395
177	90	-0.125558149195098
178	50	-0.165250031190995
178	90	-0.133440062765088
179	50	0.028115491783221
179	90	-0.00508377125695932
180	50	-0.0216082761064113
180	90	-0.036962828806435
181	50	-0.0435094215137828
181	90	-0.0728501065465046
182	50	-0.0899972007279504
182	90	-0.0883934026056575
183	50	-0.0599293269323278
183	90	-0.0634953799944418
184	50	-0.0476307542198417
184	90	-0.0686044904079274
185	50	-0.0042080646431335
185	90	-0.0279052628606551
186	50	-0.135050492940192
186	90	-0.0802708921676448
187	50	-0.142460895416712
187	90	-0.104432890990654
188	50	-0.168381423357485
188	90	-0.132435407922818
189	50	-0.0880417897059326
189	90	-0.0915651584804438
190	50	-0.176611370917936
190	90	-0.106413891394623
191	50	-0.128188261002084
191	90	-0.118310991708841
192	50	-0.180210086810914
192	90	-0.181352271301281
193	50	-0.120311488174591
193	90	-0.112221745730911
194	50	-0.0160184907496845
194	90	-0.0041631032663159
195	50	-0.126702782805804
195	90	-0.107333953542265
196	50	-0.0511171494752741
196	90	-0.0449793353488588
197	50	-0.0906575322788824
197	90	-0.0633947882229784
198	50	-0.0554629215780535
198	90	-0.052693605555716
199	50	-0.178829526430739
199	90	-0.118539646207955
200	50	-0.122187958946598
200	90	-0.0959701578311744
201	50	-0.11746961951157
201	90	-0.0804672928887783
202	50	-0.0452473423365242
202	90	-0.0613734673767146
203	50	-0.105005067488581
203	90	-0.131231207060713
204	50	-0.0631334749252991
204	90	-0.0955466938910515
205	50	-0.0649366461033816
205	90	-0.0567305062088617
206	50	-0.147610372386852
206	90	-0.149106782428464
207	50	-0.0802831585505247
207	90	-0.0547903862559219
208	50	-0.0896488246604006
208	90	-0.0753053662077717
209	50	-0.0647769991744606
209	90	-0.108823773618455
210	50	-0.0395341195485243
210	90	-0.00986396110222366
211	50	-0.124421130273873
211	90	-0.139191026276065
212	50	-0.131005979399092
212	90	-0.125586070747108
213	50	-0.067499054164558
213	90	-0.0557100937859674
214	50	-0.0603325849642671
214	90	-0.103658122613517
215	50	-0.0403281074023826
215	90	-0.07285994096487
216	50	-0.161280251737431
216	90	-0.105818261549555
217	50	-0.0590702882325044
217	90	-0.0585636878740145
218	50	-0.0897914256993943
218	90	-0.0974345684780975
219	50	-0.00424722912258815
219	90	-0.0205866018620442
220	50	-0.123672112006067
220	90	-0.0629222751729058
221	50	-0.0645449545782026
221	90	-0.0991624273232865
222	50	-0.0515168305006002
222	90	-0.0779958419135835
223	50	-0.202583019722729
223	90	-0.133403335862644
224	50	-0.0858127436498084
224	90	-0.0715114943155048
225	50	-0.0966909710929048
225	90	-0.0869137464432593
226	50	0.00149830849868974
226	90	-0.0414853424956751
227	50	-0.173177975825585
227	90	-0.188452632307364
228	50	-0.0873371830655336
228	90	-0.0989762169010835
229	50	-0.111538097187714
229	90	-0.0911417961736558
230	50	-0.140114813167068
230	90	-0.120189416845713
231	50	-0.132025297439214
231	90	-0.07456655766198
232	50	-0.152852027998421
232	90	-0.103334860413751
233	50	-0.104217045328321
233	90	-0.118845713311129
234	50	-0.0452641243120433
234	90	-0.079016182568524
235	50	-0.120106944832835
235	90	-0.0684785998628227
236	50	-0.0817491127578252
236	90	-0.054392431531649
237	50	-0.143167629088857
237	90	-0.134997308038059
238	50	-0.152813516408099
238	90	-0.138568945855364
239	50	-0.231996771384353
239	90	-0.208398894004597
240	50	-0.120035491305508
240	90	-0.170113671867988
241	50	-0.00278494005240134
241	90	0.0249078088197272
242	50	-0.045636120560832
242	90	-0.0379769964786907
243	50	0.0100378721071097
243	90	-0.0120673952458278
244	50	-0.120079429099361
244	90	-0.147232368987536
245	50	-0.0566860826416035
245	90	-0.0687159210151269
246	50	-0.0416214895943435
246	90	-0.0699290495076429
247	50	-0.117591694089659
247	90	-0.133944177355129
248	50	-0.0325282283445185
248	90	-0.0517862063068666
249	50	-0.0841996012362337
249	90	-0.109840948882881
250	50	-0.232687680176822
250	90	-0.164610134152865
251	50	-0.0134704905170493
251	90	-0.0716239470247091
252	50	-0.146344851398065
252	90	-0.151199688316046
253	50	-0.067437470099772
253	90	-0.033970030499815
254	50	-0.050371031838683
254	90	-0.0592724047959631
255	50	-0.112248753141558
255	90	-0.117631099403646
256	50	-0.142078494671924
256	90	-0.0994043207620627
257	50	-0.0606297366232626
257	90	-0.0578642242033541
258	50	0.00406501331546486
258	90	0.00134058191308623
259	50	-0.135871281138942
259	90	-0.133056478353276
260	50	-0.139791817663419
260	90	-0.0809895326906855
261	50	-0.182481468724713
261	90	-0.15001249034208
262	50	0.00269687770946876
262	90	-0.0117913549116244
263	50	-0.0155981995825899
263	90	-0.0306387044145345
264	50	-0.146847783891584
264	90	-0.115147344711145
265	50	-0.14413279032265
265	90	-0.110708464128825
266	50	-0.118350513390523
266	90	-0.131633435419438
267	50	-0.0689888732453348
267	90	-0.0683759599341173
268	50	-0.0910379923007826
268	90	-0.0745380983556746
269	50	-0.0432628948518792
269	90	-0.0431106852675314
270	50	-0.0493812638009072
270	90	-0.0719099228093097
271	50	-0.134183457641818
271	90	-0.105612581716335
272	50	-0.0553387564168398
272	90	-0.0573257087415411
273	50	-0.0862732543943053
273	90	-0.0856060382034567
274	50	-0.0994085424748079
274	90	-0.110937849392533
275	50	-0.0349931614717939
275	90	-0.0380336020130378
276	50	-0.168269099917735
276	90	-0.105376422971715
277	50	-0.0854670155768076
277	90	-0.0473715064650012
278	50	-0.0339353576265582
278	90	-0.044637167739868
279	50	-0.0664375128421173
279	90	-0.0454040404823877
280	50	-0.116149191691663
280	90	-0.132722534162136
281	50	-0.0369743120082576
281	90	-0.0381289335548941
282	50	-0.130669560974047
282	90	-0.127121479962818
283	50	-0.0273839307926033
283	90	0.00108356034749827
284	50	-0.0838503923289858
284	90	-0.0516936677073374
285	50	-0.0676068252911104
285	90	-0.0960515830590753
286	50	-0.0824601237997351
286	90	-0.0554916606206804
287	50	-0.0256705633734481
287	90	-0.0435966814951777
288	50	-0.146551335390964
288	90	-0.0991889443956787
289	50	-0.0427014442070876
289	90	-0.0331307281609414
290	50	-0.066144677857762
290	90	-0.076013951637187
291	50	-0.0392959648552234
291	90	-0.0437283909199919
292	50	-0.0459004410689993
292	90	-0.0555681389981891
293	50	-0.0742131896524518
293	90	-0.0922283875540555
294	50	-0.111245511767457
294	90	-0.114002652066713
295	50	-0.149181206669743
295	90	-0.0922487815004592
296	50	-0.0233946458664244
296	90	-0.0226903647963643
297	50	0.022641082288561
297	90	-0.0125321138343211
298	50	-0.118453237713724
298	90	-0.0553508785297349
299	50	-0.0605489464607013
299	90	-0.0912143161994112
300	50	-0.0440092168545282
300	90	-0.0249158995837843
301	50	-0.0479424472044079
301	90	-0.0384426276007039
302	50	0.0572628836955853
302	90	0.00414164402623977
303	50	-0.0583187147243464
303	90	-0.0691827624240774
304	50	-0.0782236822490906
304	90	-0.0728581208469612
305	50	-0.194549127834406
305	90	-0.123568326426309
306	50	-0.0305138171077001
306	90	-0.0291262647118418
307	50	-0.00624616231267689
307	90	-0.017956047601089
308	50	-0.111192806274184
308	90	-0.0809614909493512
309	50	-0.0432971631841123
309	90	-0.0302105200119045
310	50	-0.14421891839008
310	90	-0.1373206250431
311	50	-0.100853640535567
311	90	-0.0671486754839318
312	50	-0.0692954980025472
312	90	-0.0570459613789443
313	50	-0.0989408641649334
313	90	-0.0708815554538369
314	50	-0.156449418928499
314	90	-0.117276807362292
315	50	-0.132866101147111
315	90	-0.132105938264698
316	50	-0.0529953628928111
316	90	-0.074104356215537
317	50	-0.0115605852679524
317	90	-0.00832262606914328
318	50	-0.112549093197906
318	90	-0.130866330122107
319	50	-0.0568326778877066
319	90	-0.036725330496352
320	50	-0.0502868429369246
320	90	-0.0339446067529105
321	50	-0.0310729250655261
321	90	-0.0449729960985919
322	50	-0.0603665849543536
322	90	-0.0602564007101476
323	50	-0.0689117734638614
323	90	-0.0859141102578559
324	50	-0.0612271244163731
324	90	-0.0410890341297431
325	50	0.0145409908836079
325	90	-0.00366743318480361
326	50	-0.0637543570511936
326	90	-0.0207108937795968
327	50	-0.00495216905328212
327	90	-0.0472422912588048
328	50	-0.0798725534431826
328	90	-0.0542670069893892
329	50	-0.0324762074693653
329	90	-0.0323651196135138
330	50	-0.0484963852347512
330	90	-0.0321608073653618
331	50	0.00389567503674622
331	90	0.0204231578150076
332	50	-0.0776633322076427
332	90	-0.066728616699521
333	50	-0.087719482842069
333	90	-0.113853965254671
334	50	-0.0343777634778916
334	90	-0.0519767413449456
335	50	-0.0605445952038266
335	90	-0.0671674074054211
336	50	-0.119739324520958
336	90	-0.0707601103290188
337	50	-0.00670293216870498
337	90	-0.043798760448996
338	50	-0.0200536067829637
338	90	-0.053889100200995
339	50	-0.0782817333118232
339	90	-0.0862106642361786
340	50	-0.0562944521586336
340	90	-0.0619484526421388
341	50	-0.122740319301761
341	90	-0.0956020473821649
342	50	-0.0458738085163741
342	90	-0.0145314950326733
343	50	0.00845365276552482
343	90	-0.0256464971591408
344	50	-0.0884752150721475
344	90	-0.122897760732757
345	50	-0.147756239625426
345	90	-0.111984519353787
346	50	-0.0416435212264769
346	90	-0.0235360178090263
347	50	-0.124244915576565
347	90	-0.113819002804979
348	50	-0.0211275816184246
348	90	-0.0242303141438744
349	50	-0.0404589392495281
349	90	-0.048688216149858
350	50	-0.152010109532314
350	90	-0.0752762867398647
351	50	-0.0431483099586529
351	90	-0.0839385937007584
352	50	-0.162182551120591
352	90	-0.159828525615682
353	50	-0.0488479971985407
353	90	-0.0484575690865811
354	50	-0.194677263657864
354	90	-0.137516779619782
355	50	-0.205606545873393
355	90	-0.168031540921584
356	50	-0.158482228224546
356	90	-0.132332596019172
357	50	-0.0542861747443509
357	90	-0.0713929506050476
358	50	0.013848413097519
358	90	-0.0229534555963703
359	50	0.0397070226436823
359	90	-0.00659631927672739
360	50	-0.0320797143126398
360	90	-0.0189456161194391
361	50	-0.0828510513694769
361	90	-0.0692594425134526
362	50	-0.0381840589353527
362	90	-0.0533317107581969
363	50	-0.17288869354782
363	90	-0.139695505271124
364	50	-0.0262654398483166
364	90	-0.0455267295179114
365	50	-0.19049099366924
365	90	-0.168976198478056
366	50	-0.104836034102242
366	90	-0.0827639802639489
367	50	-0.122809485487655
367	90	-0.0760280126858519
368	50	-0.0271516575334262
368	90	-0.0360546437698506
369	50	-0.0944310355517581
369	90	-0.0669900462781064
370	50	-0.096458209035596
370	90	-0.0657631061270253
371	50	0.0246189372696499
371	90	-0.0527222642394607
372	50	-0.0719370528757779
372	90	-0.0741784983266897
373	50	-0.121980976241256
373	90	-0.0669175722230136
374	50	-0.0706833818903495
374	90	-0.0960967432156978
375	50	-0.0789736304505619
375	90	-0.0752334070325993
376	50	-0.122902134392834
376	90	-0.0690832345959955
377	50	-0.0409270457710846
377	90	-0.0147756231170817
378	50	-0.0956121082048219
378	90	-0.0560763377138725
379	50	-0.0144149527589858
379	90	-0.0402566599745104
380	50	-0.0182744082759294
380	90	-0.051220115330089
381	50	-0.0928684507035124
381	90	-0.102090243923805
382	50	-0.130036667794596
382	90	-0.103403330376127
383	50	-0.0369208909647524
383	90	-0.0533362838806939
384	50	-0.0686761389181679
384	90	-0.0352016024866821
385	50	-0.0547880777419164
385	90	-0.0957152838292821
386	50	-0.0211860331868151
386	90	-0.0390872009830468
387	50	-0.17264339031368
387	90	-0.117969305170138
388	50	-0.0581713649895591
388	90	-0.0683531541975386
389	50	-0.107808641540685
389	90	-0.123410430079821
390	50	-0.183409227837772
390	90	-0.132318347904472
391	50	-0.0886203755413778
391	90	-0.0641786729801125
392	50	-0.0169112695200612
392	90	-0.0287094872672219
393	50	-0.0769369505411957
393	90	-0.136086399066037
394	50	-0.0864629345672822
394	90	-0.0726872741358313
395	50	-0.031635917457675
395	90	-0.0559747613885996
396	50	-0.00319731833481999
396	90	-0.0294747315547233
397	50	-0.199902238815971
397	90	-0.1780147003152
398	50	-0.0546067224767801
398	90	-0.0952710745494694
399	50	-0.16616926728677
399	90	-0.12501274524423
400	50	-0.111131223570705
400	90	-0.116697843960641
401	50	-0.190380446999265
401	90	-0.143197207780687
402	50	-0.0338923478391342
402	90	-0.0512484579913181
403	50	-0.0764878665669181
403	90	-0.0583949826916909
404	50	-0.194874655815139
404	90	-0.118107676741447
405	50	-0.116933438587111
405	90	-0.104586079694339
406	50	-0.111755440113628
406	90	-0.12442480812728
407	50	-0.174694284128977
407	90	-0.146163102889804
408	50	-0.12371309977647
408	90	-0.093868034520638
409	50	-0.0617619445650391
409	90	-0.0624583410666022
410	50	-0.146015008050665
410	90	-0.119193545809082
411	50	-0.0158130672248779
411	90	-0.0592364004466602
412	50	-0.0638644838429408
412	90	-0.0520391346289503
413	50	-0.105331271174772
413	90	-0.0653356770869668
414	50	-0.0674653120105451
414	90	-0.0710667849074891
415	50	-0.148445177853816
415	90	-0.126130684089424
416	50	-0.175272652296535
416	90	-0.134880663340585
417	50	-0.0760534129690505
417	90	-0.0330056294255367
418	50	-0.157334832714399
418	90	-0.120409428296315
419	50	-0.0591887664215987
419	90	-0.0867860182551238
420	50	-0.113408178605223
420	90	-0.0898340912702399
421	50	-0.18735971459979
421	90	-0.152983787030782
422	50	-0.127677484012643
422	90	-0.0765328555110083
423	50	-0.0513670780505427
423	90	-0.07069233480863
424	50	-0.13909248451114
424	90	-0.0833630121801366
425	50	-0.124421977157477
425	90	-0.117544166752495
426	50	-0.184917281191443
426	90	-0.180388203658727
427	50	-0.0872192043768136
427	90	-0.0830610800126004
428	50	-0.0409911030403247
428	90	-0.0567724155754679
429	50	-0.129026922598234
429	90	-0.117349388583217
430	50	-0.153968241438445
430	90	-0.135556693457267
431	50	-0.0676754068183065
431	90	-0.0602761516450876
432	50	-0.246343923588225
432	90	-0.177674307859247
433	50	-0.0757616878947222
433	90	-0.0644790339347361
434	50	-0.0479219476185347
434	90	-0.0515504507953556
435	50	-0.064941750807744
435	90	-0.0816494888325248
436	50	-0.0820336315774318
436	90	-0.0893148286623936
437	50	0.00720861248181771
437	90	-0.0295590798788006
438	50	-0.103696173188835
438	90	-0.0965140933601947
439	50	-0.196956985292012
439	90	-0.12278134464181
440	50	0.0254636505683381
440	90	0.0236672449911171
441	50	-0.0705615801074591
441	90	-0.0891428505527559
442	50	-0.010537071227815
442	90	-0.0323574968360589
443	50	-0.0975263968763688
443	90	-0.0658750772770203
444	50	-0.059816345778094
444	90	-0.0543120142545236
445	50	-0.051286436635597
445	90	-0.0521585694994525
446	50	-0.175980217041028
446	90	-0.141024082402569
447	50	-0.1199059544557
447	90	-0.101336179945753
448	50	-0.044322430064762
448	90	-0.0132585574363568
449	50	-0.130147997388619
449	90	-0.0950710065458931
450	50	0.00882322174599288
450	90	-0.0347781928001926
451	50	-0.0251090867435978
451	90	-0.0691819327101421
452	50	-0.0214956038175123
452	90	-0.0271715881191838
453	50	-0.128510059788755
453	90	-0.0989103366638631
454	50	-0.089866623304968
454	90	-0.0922838201169068
455	50	-0.1024657602278
455	90	-0.0766280145284324
456	50	-0.163591914453119
456	90	-0.135823842322426
457	50	-0.155993286444783
457	90	-0.125786359760866
458	50	-0.135934661400056
458	90	-0.121614987261757
459	50	-0.0826795771999875
459	90	-0.0739425912723005
460	50	-0.0652227434391576
460	90	-0.0974276842603732
461	50	-0.121404582623028
461	90	-0.0947910780669718
462	50	-0.0420804985137026
462	90	-0.0342173891230666
463	50	-0.166702816447505
463	90	-0.144472831789143
464	50	-0.0391819078804622
464	90	-0.0764561243122979
465	50	-0.0507116150208959
465	90	-0.0385529444888346
466	50	-0.156497515085183
466	90	-0.141171273337496
467	50	-0.165532308336286
467	90	-0.127471849011915
468	50	-0.0939695500279162
468	90	-0.0802669027678546
469	50	-0.13933999323085
469	90	-0.120347499063508
470	50	-0.184846188589064
470	90	-0.165367972421682
471	50	-0.168371313076975
471	90	-0.168173424408756
472	50	-0.169334956996746
472	90	-0.141250983382071
473	50	-0.151431911059966
473	90	-0.107629338027178
474	50	-0.069678015807063
474	90	-0.0615847132505
475	50	-0.0678688833258628
475	90	-0.0464712856188352
476	50	-0.217442525963808
476	90	-0.123024021112261
477	50	-0.130815419067643
477	90	-0.11799229864268
478	50	-0.225608496861092
478	90	-0.175399841231257
479	50	-0.0672262380196211
479	90	-0.0413006523176924
480	50	-0.0420924140689075
480	90	-0.0426000350203188
481	50	-0.123553572131809
481	90	-0.123995497802917
482	50	-0.0512083784914661
482	90	-0.0598264615727847
483	50	-0.0829504024896102
483	90	-0.0862085723934987
484	50	-0.131843948766348
484	90	-0.139570267852573
485	50	-0.0658679843605101
485	90	-0.0871055144376627
486	50	-0.102894813917255
486	90	-0.111206470047181
487	50	-0.0559662932497746
487	90	-0.0527483259311292
488	50	-0.161697580622772
488	90	-0.102562180718636
489	50	0.000164820573494868
489	90	-0.000155398018981593
490	50	-0.123049025889149
490	90	-0.0873617068412121
491	50	-0.132544791676211
491	90	-0.137793157251746
492	50	-0.0567545343665636
492	90	-0.0525289765218708
493	50	-0.0070879554011378
493	90	-0.035534068900936
494	50	-0.0413092566973795
494	90	-0.0725181175055302
495	50	-0.0263002328650835
495	90	-0.0132657113623821
496	50	-0.0674672236354174
496	90	-0.0762584165060031
497	50	-0.0648623712093249
497	90	-0.0325656059350523
498	50	-0.0180851367061753
498	90	-0.0287922253548685
499	50	-0.158576392298653
499	90	-0.111724072990723
500	50	-0.211988654817535
500	90	-0.14083563148405
501	50	-0.0540034693385197
501	90	-0.067596039971277
502	50	-0.0705435036554208
502	90	-0.0346447642052661
503	50	-0.229851879446763
503	90	-0.151930645145763
504	50	-0.170659379751103
504	90	-0.140987240985488
505	50	-0.0714755078686043
505	90	-0.0618379391069873
506	50	-0.0245526649995062
506	90	-0.0511993006176919
507	50	-0.210367979123559
507	90	-0.173797012760452
508	50	-0.134916806538498
508	90	-0.0847589206441483
509	50	-0.0963686233212141
509	90	-0.0590919527654535
510	50	-0.106166481237625
510	90	-0.0674838221093837
511	50	-0.0878688087581343
511	90	-0.0613160183728214
512	50	-0.0558170110525319
512	90	-0.0712710484562848
513	50	-0.142174950216433
513	90	-0.124717593472805
514	50	-0.0297151882083825
514	90	-0.0706630963041022
515	50	-0.0634459253124711
515	90	-0.106728235139034
516	50	-0.0765114200774612
516	90	-0.0992822092462932
