Iter	HR	R.cor
237	50	-0.209861440582299
237	90	-0.223823119916394
238	50	-0.154459429408617
238	90	-0.212144562566584
239	50	-0.138504308903126
239	90	-0.193647779016993
240	50	-0.217788178454597
240	90	-0.226717479318737
241	50	-0.20650894021696
241	90	-0.236339136914788
242	50	-0.0920776877625768
242	90	-0.15214118347241
243	50	-0.154136307794275
243	90	-0.17749594884108
244	50	-0.116266601140214
244	90	-0.109384911455424
245	50	-0.127948174662473
245	90	-0.186250105252633
246	50	-0.161060119176663
246	90	-0.18734364875664
247	50	-0.107350396547264
247	90	-0.174975176311968
248	50	-0.0198316459842371
248	90	-0.111005063138619
249	50	-0.0183307362805823
249	90	-0.0887165782782012
250	50	-0.162735381599845
250	90	-0.198428635965583
251	50	-0.017218258606414
251	90	-0.0890500458325696
252	50	-0.118065284907249
252	90	-0.121849557598516
253	50	-0.153174823478315
253	90	-0.197001195632453
254	50	-0.136636846244896
254	90	-0.136782686851645
255	50	-0.148717956335806
255	90	-0.1772226981491
256	50	-0.190200425148492
256	90	-0.25434785841124
257	50	-0.0344126103638853
257	90	-0.132771766358579
258	50	-0.0661316037313219
258	90	-0.135648194667883
259	50	-0.14747615954911
259	90	-0.167271005696843
260	50	-0.103018399743836
260	90	-0.170470099776696
261	50	-0.164511763544567
261	90	-0.184758006543359
262	50	-0.214219431059604
262	90	-0.202889446089585
263	50	-0.106794824726284
263	90	-0.133294327303714
264	50	-0.134007212025552
264	90	-0.197244077163741
265	50	-0.103212943140724
265	90	-0.139866397808029
266	50	-0.148477314131295
266	90	-0.221839675799782
267	50	-0.159583555332525
267	90	-0.173569222249127
268	50	-0.238310246110031
268	90	-0.233708483802191
269	50	-0.177773981358366
269	90	-0.202781505546411
270	50	-0.140807322621789
270	90	-0.188630546786469
271	50	-0.180193619505672
271	90	-0.203006834970575
272	50	-0.147464732821888
272	90	-0.232664853443726
273	50	-0.185865296404406
273	90	-0.223466582633929
274	50	-0.0702548823139546
274	90	-0.120774061668634
275	50	-0.100148260215856
275	90	-0.191667735520141
276	50	-0.167580164496873
276	90	-0.182078192138746
277	50	-0.145543606244042
277	90	-0.183824268014854
278	50	-0.150135747467362
278	90	-0.212899840822944
279	50	-0.228068093312895
279	90	-0.126870461515847
280	50	-0.128298952188214
280	90	-0.13966279546411
281	50	-0.135606561289772
281	90	-0.16874108471489
282	50	-0.145651908923931
282	90	-0.16147955734962
283	50	-0.112058850485391
283	90	-0.169543875796269
284	50	-0.13390534655403
284	90	-0.180166223804896
285	50	-0.149919438371737
285	90	-0.150001574325216
286	50	-0.00350082566564557
286	90	-0.116349510235229
287	50	-0.144158564125834
287	90	-0.208520311210061
288	50	-0.111646207964346
288	90	-0.148963305119254
289	50	-0.0831045948028517
289	90	-0.136062748114973
290	50	-0.0281421709226749
290	90	-0.147676997445366
291	50	-0.144038160762544
291	90	-0.20660630105453
292	50	-0.0999029828124321
292	90	-0.157735059905888
293	50	-0.20386666871162
293	90	-0.200601594092338
294	50	-0.166529600874312
294	90	-0.187587455084414
295	50	-0.173345879180388
295	90	-0.18650986901291
296	50	-0.0658102141587601
296	90	-0.168949576714527
297	50	-0.151353610918187
297	90	-0.157159873667256
298	50	-0.151741489129093
298	90	-0.174761875030561
299	50	-0.0850440330540816
299	90	-0.156447868901947
300	50	-0.143325319690878
300	90	-0.147964621563127
301	50	-0.127821633581579
301	90	-0.137199085684906
302	50	-0.12215448342584
302	90	-0.185756992559291
303	50	-0.186707070035791
303	90	-0.1747058891791
304	50	-0.155052562764589
304	90	-0.199200037520338
305	50	-0.132960951248178
305	90	-0.137701940341122
306	50	-0.121842374942269
306	90	-0.158592775329808
307	50	-0.0822076994807726
307	90	-0.124294215185164
308	50	-0.137467441683255
308	90	-0.170981765850178
309	50	-0.136086122112921
309	90	-0.173632338601984
310	50	-0.0716687163982001
310	90	-0.162414942719035
311	50	-0.091287455323964
311	90	-0.135867680404957
312	50	-0.193321414541889
312	90	-0.211730298360593
313	50	-0.126863059321983
313	90	-0.160157308376567
314	50	-0.0521534135312844
314	90	-0.155463531258276
315	50	-0.171404231523628
315	90	-0.198286365443735
316	50	-0.134110142698171
316	90	-0.183948910598255
317	50	-0.0690182637636587
317	90	-0.161281285555605
318	50	-0.0990894646957764
318	90	-0.121961889359256
319	50	-0.150641140604639
319	90	-0.153609108637855
320	50	-0.115089871337034
320	90	-0.175594934021035
321	50	-0.168359371048811
321	90	-0.158309582432204
322	50	-0.125510593243998
322	90	-0.16491139360214
323	50	-0.152442263590362
323	90	-0.203427610779471
324	50	-0.118222148280084
324	90	-0.179116884107608
325	50	-0.205922669027185
325	90	-0.242995753633072
326	50	-0.151396803381114
326	90	-0.190968850733296
327	50	-0.211114147801708
327	90	-0.223330127035419
328	50	-0.0882860621018607
328	90	-0.152966021468673
329	50	-0.177799358953236
329	90	-0.204036511203996
330	50	-0.153078759684915
330	90	-0.152570093155375
331	50	-0.0815757610504054
331	90	-0.127326466231388
332	50	-0.0879319489974788
332	90	-0.14993719506439
333	50	-0.0477968364526496
333	90	-0.138800143787989
334	50	-0.140844995243298
334	90	-0.144855941027168
335	50	-0.199386881567891
335	90	-0.21677301219854
336	50	-0.204551506890596
336	90	-0.217349862206013
337	50	-0.100134642121371
337	90	-0.140081418594928
338	50	-0.162851525010064
338	90	-0.244304661500667
339	50	-0.112679899556402
339	90	-0.171517666900499
340	50	-0.102202888159202
340	90	-0.147120048295974
341	50	-0.154194197055079
341	90	-0.184687999811905
342	50	-0.117515863102686
342	90	-0.216081374187409
343	50	-0.16076070254369
343	90	-0.192126422450854
344	50	-0.0701421587585303
344	90	-0.15481842561498
345	50	-0.120907120874429
345	90	-0.124347465463134
346	50	-0.0962256494355651
346	90	-0.147647342586062
347	50	-0.12458722819289
347	90	-0.168458025839841
348	50	-0.0211136529372985
348	90	-0.110117402152608
349	50	-0.119209135454957
349	90	-0.152094884102925
350	50	-0.109499631507706
350	90	-0.122944254421078
351	50	-0.161038055380786
351	90	-0.156560217157251
352	50	-0.113406924112077
352	90	-0.15950080583836
353	50	-0.134776835717585
353	90	-0.17014096054085
354	50	-0.16872188062821
354	90	-0.209366916122899
355	50	-0.102513427792594
355	90	-0.141842491868398
356	50	-0.115189845946879
356	90	-0.161217163930795
357	50	-0.209665537184493
357	90	-0.25659601727209
358	50	-0.193177030051671
358	90	-0.201159953003588
359	50	-0.123378138365868
359	90	-0.172552646214868
360	50	-0.170379764384126
360	90	-0.240615969280339
361	50	-0.143984906537516
361	90	-0.211432715455751
362	50	-0.239225704664427
362	90	-0.230600226793489
363	50	-0.154300827411426
363	90	-0.178392636732733
364	50	-0.172840287164492
364	90	-0.174448589979279
365	50	-0.0358010726389503
365	90	-0.125631149036397
366	50	-0.155556866245003
366	90	-0.191648138534199
367	50	-0.11383681587882
367	90	-0.188390511175457
368	50	-0.131072646407734
368	90	-0.170147670826302
369	50	-0.245734996019558
369	90	-0.253434671239568
370	50	-0.118342645382811
370	90	-0.166658422439658
371	50	-0.0688846327556268
371	90	-0.130131756191977
372	50	-0.0933838104283479
372	90	-0.161036082714746
373	50	-0.105593531701156
373	90	-0.156633183447434
374	50	-0.093766143150847
374	90	-0.140962528226649
375	50	-0.110049576718147
375	90	-0.166214749892459
376	50	-0.222627085981457
376	90	-0.22104363341649
377	50	-0.175575484173751
377	90	-0.217722796279341
378	50	-0.166289890540367
378	90	-0.229641259299349
379	50	-0.179744363616292
379	90	-0.181139417727019
380	50	-0.15788676522527
380	90	-0.178531112408419
381	50	-0.122123094928763
381	90	-0.185406491255225
382	50	-0.0806171644861418
382	90	-0.215563265791008
383	50	-0.0683798301618339
383	90	-0.171326819702847
384	50	0.0108852918808483
384	90	-0.126286503411066
385	50	-0.172816167360863
385	90	-0.219669525554532
386	50	-0.187798706493721
386	90	-0.203541933106904
387	50	-0.192958560058216
387	90	-0.226939422518493
388	50	-0.174557135732024
388	90	-0.185988555399247
389	50	-0.143210391458426
389	90	-0.167877492740412
390	50	-0.0508126343567842
390	90	-0.138330209367677
391	50	-0.144264350706572
391	90	-0.161395754870685
392	50	-0.211567331686856
392	90	-0.247417029631066
393	50	-0.18328902453446
393	90	-0.226271799233521
394	50	-0.15118910727504
394	90	-0.135342011797911
395	50	-0.0320218373517982
395	90	-0.107531528149348
396	50	-0.152904911211392
396	90	-0.17059527552235
397	50	-0.169603983330186
397	90	-0.183501550287397
398	50	-0.199153911916337
398	90	-0.23247247598354
399	50	-0.0871244032260191
399	90	-0.0715374330945133
400	50	-0.171731937071744
400	90	-0.199778629352292
401	50	-0.109828438037762
401	90	-0.167670649097752
402	50	-0.174169839998797
402	90	-0.202784286412414
403	50	-0.157701552934858
403	90	-0.174918931068565
404	50	-0.156769799781962
404	90	-0.186291938155923
405	50	-0.0610406087077778
405	90	-0.114769340562045
406	50	-0.0296624532530004
406	90	-0.107187512826558
407	50	-0.0881231889999752
407	90	-0.158840098648419
408	50	-0.210061713493435
408	90	-0.224344222175164
409	50	-0.0669000873902952
409	90	-0.171587070304869
410	50	-0.172642065594835
410	90	-0.186064906228278
411	50	-0.184861265693499
411	90	-0.216071705641625
412	50	-0.087152453217567
412	90	-0.1407131948736
413	50	-0.0155391953627468
413	90	-0.102383833214882
414	50	-0.0316746856501071
414	90	-0.165446989078875
415	50	-0.00812952717777149
415	90	-0.119961764533359
416	50	-0.0139983581056984
416	90	-0.137604581433742
417	50	-0.129744527748059
417	90	-0.175048438460362
418	50	-0.0485227013899994
418	90	-0.121226334586986
419	50	-0.108213669234814
419	90	-0.167943456140196
420	50	-0.129816936795404
420	90	-0.149014276645814
421	50	-0.178956047524004
421	90	-0.209860665768921
422	50	-0.0985138367087823
422	90	-0.139276620215421
423	50	-0.13960738041227
423	90	-0.197975290681304
424	50	-0.0692790499126967
424	90	-0.109724513007765
425	50	-0.0732780118654425
425	90	-0.141228528501455
426	50	-0.0817610602793065
426	90	-0.154349324494638
427	50	-0.176683120827411
427	90	-0.185844564865788
428	50	-0.0473929334005828
428	90	-0.162725971724411
429	50	-0.178217762990872
429	90	-0.209855479509779
430	50	-0.133017637687334
430	90	-0.191198700259202
431	50	-0.0479486595448788
431	90	-0.131995920488946
432	50	-0.174780712974196
432	90	-0.207653313855941
433	50	-0.071292901029721
433	90	-0.128012038595759
434	50	-0.077368595394168
434	90	-0.137496043214815
435	50	-0.170932835726576
435	90	-0.190943567981534
436	50	-0.145115032837799
436	90	-0.203801285328116
437	50	-0.136003125330746
437	90	-0.195139758656783
438	50	-0.0582543877854674
438	90	-0.123881023408623
439	50	-0.130441188780972
439	90	-0.157863326596898
440	50	-0.135063917942465
440	90	-0.161578114286581
441	50	-0.0517382618699675
441	90	-0.122917399988015
442	50	-0.15175695195876
442	90	-0.205162968737814
443	50	-0.19129963270794
443	90	-0.225080330651388
444	50	-0.0547697192908693
444	90	-0.1528456267963
445	50	-0.0871789315452939
445	90	-0.130471628525006
446	50	-0.136139688555864
446	90	-0.17913722932706
447	50	-0.167709346319799
447	90	-0.210804820793389
448	50	-0.0974638769258549
448	90	-0.146440721105088
449	50	-0.13071204905427
449	90	-0.197545213049339
450	50	-0.116957500056262
450	90	-0.151843873410024
451	50	-0.120333158812531
451	90	-0.166640681328401
452	50	-0.116647673122221
452	90	-0.182441002041782
453	50	-0.138177561219515
453	90	-0.207811402406448
454	50	-0.15503026928075
454	90	-0.185790674205362
455	50	-0.126293796430577
455	90	-0.173361834873253
456	50	-0.144026495995522
456	90	-0.13752937521233
457	50	-0.128887348051218
457	90	-0.193940655101349
458	50	-0.101400647494619
458	90	-0.162108622807467
459	50	-0.154397511442469
459	90	-0.195530815014127
460	50	-0.203930900553884
460	90	-0.216215185945127
461	50	-0.1640786112204
461	90	-0.189441895519406
462	50	-0.115213035844306
462	90	-0.159204494867207
463	50	-0.163357054137845
463	90	-0.168612053070858
464	50	-0.181153868377676
464	90	-0.208159705960337
465	50	-0.0835101270578625
465	90	-0.138463543784968
466	50	-0.0153642410835157
466	90	-0.107279595195347
467	50	-0.0630479984589059
467	90	-0.131498568720167
468	50	-0.11940684838982
468	90	-0.138871146923095
469	50	-0.14118678772637
469	90	-0.129703832315205
470	50	-0.161956377460108
470	90	-0.193743063352699
471	50	-0.11418047872266
471	90	-0.129246288809825
472	50	-0.0915781411856698
472	90	-0.162833405717867
473	50	-0.0222943441168235
473	90	-0.0973678073427589
474	50	-0.108574093736945
474	90	-0.179650427981233
475	50	-0.0865914890784271
475	90	-0.13659620038947
476	50	-0.144115613915056
476	90	-0.156501674237383
477	50	-0.10873018974536
477	90	-0.148198508924649
478	50	-0.1734350205859
478	90	-0.200979879137188
479	50	-0.14596091385849
479	90	-0.182844634003008
480	50	-0.207868531095788
480	90	-0.219040631991104
481	50	-0.158275242461947
481	90	-0.18843843834462
482	50	-0.0933022004132134
482	90	-0.179464874432923
483	50	-0.0792392790338193
483	90	-0.108394315681624
484	50	-0.121113024000807
484	90	-0.207120463226641
485	50	-0.182487937740194
485	90	-0.204602987446639
486	50	-0.182363234629856
486	90	-0.230545128122218
487	50	-0.214844805727807
487	90	-0.241511211649187
488	50	0.0196155449666551
488	90	-0.0919570918228203
489	50	-0.152035388379506
489	90	-0.190922767592144
490	50	-0.113070528689696
490	90	-0.154455580823239
491	50	-0.165390150997868
491	90	-0.162766785889343
492	50	-0.119342221941877
492	90	-0.129147009995482
493	50	-0.00920252095332887
493	90	-0.133810899723019
494	50	-0.131073582204675
494	90	-0.174391892048115
495	50	-0.178993372390181
495	90	-0.196014401520651
496	50	-0.168290075557798
496	90	-0.203330939050477
497	50	-0.144377612813386
497	90	-0.196712355264846
498	50	-0.0481215755273704
498	90	-0.133886237613414
499	50	0.00694932755884207
499	90	-0.0542914831028704
500	50	-0.211982582378731
500	90	-0.210705449770508
501	50	-0.173849221751799
501	90	-0.221176394984158
502	50	-0.168042646650119
502	90	-0.175337405208674
503	50	-0.164925056016484
503	90	-0.195467631725812
504	50	-0.0219752484427093
504	90	-0.139568330040428
505	50	-0.146764604888255
505	90	-0.183579910264131
506	50	-0.191174467330825
506	90	-0.233454040678433
507	50	-0.1616238166071
507	90	-0.154170855907702
508	50	-0.111565382982403
508	90	-0.155764375741988
509	50	-0.16045329876039
509	90	-0.165855811499043
510	50	-0.13990098444924
510	90	-0.176412219699415
511	50	-0.104736456654877
511	90	-0.160361802781029
512	50	-0.0546591541791314
512	90	-0.120819637385707
513	50	-0.110553251694802
513	90	-0.166815580587537
514	50	-0.143980282460299
514	90	-0.153476029702438
515	50	-0.168269101009027
515	90	-0.208479121518568
516	50	-0.0621019334112385
516	90	-0.141469118778073
517	50	-0.171932618232586
517	90	-0.144693716537561
518	50	-0.174407421161164
518	90	-0.232433493248063
519	50	-0.124523700600687
519	90	-0.181673441041998
520	50	-0.01502882476918
520	90	-0.112426784134674
521	50	-0.147552888863766
521	90	-0.189144460008782
522	50	-0.0775992014914201
522	90	-0.131951314119769
523	50	-0.100014688808246
523	90	-0.148970919281682
524	50	-0.120009564581886
524	90	-0.18746407341905
525	50	-0.155341757652418
525	90	-0.198181250947427
526	50	-0.149173906812645
526	90	-0.185466196446062
527	50	-0.162375548679002
527	90	-0.195845753185176
528	50	-0.191503200616752
528	90	-0.21370803726215
529	50	-0.129164556111022
529	90	-0.17318956086172
530	50	-0.218616677686199
530	90	-0.214093383099085
531	50	-0.173191918108114
531	90	-0.197562077193662
532	50	-0.135309029344164
532	90	-0.15841982398839
