Date, Time, Latitude, Longitude, Altitude, Speed, Course, Type, Distance, Essential
2018/12/03, 02:58:33, -37.856277, 77.522850, 17.53,  0.00, 214, -2, 0.00, 1
2018/12/03, 04:32:32, -37.856277, 77.522850, 17.53,  612.00, 354, 0, 0.00, 1
2018/12/03, 04:32:34, -37.856274, 77.522850, 17.23,  0.00, 354, 0, 0.33, 1
2018/12/03, 04:32:35, -37.856274, 77.522850, 17.23,  0.00, 354, 0, 0.00, 1
2018/12/03, 04:32:36, -37.856274, 77.522850, 17.23,  0.00, 354, 0, 0.00, 1
2018/12/03, 04:32:37, -37.856274, 77.522850, 17.23,  0.00, 354, 0, 0.00, 1
2018/12/03, 04:32:38, -37.856274, 77.522850, 17.23,  0.00, 354, 0, 0.00, 1
2018/12/03, 04:32:43, -37.856274, 77.522850, 17.23,  0.00, 354, 0, 0.00, 1
2018/12/03, 04:32:44, -37.856274, 77.522850, 17.23,  0.00, 354, 0, 0.00, 1
2018/12/03, 04:32:45, -37.856274, 77.522850, 17.23,  0.00, 354, 0, 0.00, 1
2018/12/03, 04:32:46, -37.856274, 77.522850, 17.23,  0.00, 354, 0, 0.00, 1
2018/12/03, 04:32:47, -37.856274, 77.522850, 17.23,  0.00, 354, 0, 0.00, 1
2018/12/03, 04:32:48, -37.856274, 77.522850, 17.23,  0.00, 354, 0, 0.00, 1
2018/12/03, 04:32:49, -37.856274, 77.522850, 17.23,  0.00, 354, 0, 0.00, 1
2018/12/03, 04:32:50, -37.856274, 77.522850, 17.23,  0.00, 354, 0, 0.00, 1
2018/12/03, 04:32:51, -37.856274, 77.522850, 17.23,  0.00, 354, 0, 0.00, 1
2018/12/03, 04:32:53, -37.856274, 77.522850, 17.23,  0.00, 354, 0, 0.00, 1
2018/12/03, 04:32:55, -37.856274, 77.522850, 17.23,  0.00, 354, 0, 0.00, 1
2018/12/03, 04:32:56, -37.856308, 77.522888, 19.77,  2628.00, 282, 0, 5.04, 1
2018/12/03, 04:32:57, -37.856297, 77.522873, 20.53,  1332.00, 282, 0, 1.80, 1
2018/12/03, 04:32:58, -37.856300, 77.522881, 20.07,  2844.00, 222, 0, 0.78, 1
2018/12/03, 04:33:14, -37.856392, 77.522827, 22.45,  0.00, 0, 0, 11.28, 1
2018/12/03, 04:33:25, -37.856392, 77.522827, 22.45,  0.00, 0, -4, 0.00, 1
2018/12/04, 02:46:32, -37.856392, 77.522827, 22.45,  0.00, 0, -2, 0.00, 1
2018/12/04, 02:51:36, -37.855621, 77.523064, 116.92,  0.00, 24, 0, 88.22, 1
2018/12/04, 02:56:38, -37.855453, 77.523041, 128.86,  0.00, 226, 0, 18.79, 
2018/12/04, 03:01:59, -37.853565, 77.524933, 68.67,  1620.00, 250, 0, 267.70, 
2018/12/04, 03:07:09, -37.856064, 77.522949, 25.55,  756.00, 230, 0, 327.96, 1
2018/12/04, 03:12:32, -37.856083, 77.522949, 35.74,  0.00, 247, 0, 2.11, 1
2018/12/04, 03:17:56, -37.856274, 77.522842, 45.86,  0.00, 213, 0, 23.22, 
2018/12/04, 03:23:12, -37.856129, 77.522873, 51.60,  0.00, 203, 0, 16.35, 
2018/12/04, 03:28:27, -37.856201, 77.522835, 13.55,  252.00, 41, 0, 8.67, 
2018/12/04, 03:33:42, -37.856159, 77.522850, 30.00,  1080.00, 216, 0, 4.85, 
2018/12/04, 03:38:59, -37.856457, 77.521690, 189.16,  684.00, 207, 0, 107.10, 
2018/12/04, 03:44:10, -37.855999, 77.522881, 6.55,  0.00, 23, 0, 116.31, 
2018/12/04, 03:49:21, -37.856300, 77.522659, 18.51,  0.00, 84, 0, 38.73, 
