Date, Time, Latitude, Longitude, Altitude, Speed, Course, Type, Distance, Essential
2018/12/03, 02:51:31, -37.856274, 77.522865, 21.62,  1296.00, 31, -2, 0.00, 1
2018/12/03, 04:32:34, -37.856274, 77.522865, 21.62,  0.00, 339, 0, 0.00, 1
2018/12/03, 04:32:35, -37.856274, 77.522865, 21.62,  0.00, 339, 0, 0.00, 1
2018/12/03, 04:32:36, -37.856274, 77.522865, 21.62,  0.00, 339, 0, 0.00, 1
2018/12/03, 04:32:37, -37.856274, 77.522865, 21.62,  0.00, 339, 0, 0.00, 1
2018/12/03, 04:32:38, -37.856274, 77.522865, 21.62,  0.00, 339, 0, 0.00, 1
2018/12/03, 04:32:39, -37.856274, 77.522865, 21.62,  0.00, 339, 0, 0.00, 1
2018/12/03, 04:32:40, -37.856274, 77.522865, 21.62,  0.00, 339, 0, 0.00, 1
2018/12/03, 04:32:41, -37.856274, 77.522865, 21.62,  0.00, 339, 0, 0.00, 1
2018/12/03, 04:32:42, -37.856274, 77.522865, 21.62,  0.00, 339, 0, 0.00, 1
2018/12/03, 04:32:43, -37.856274, 77.522865, 21.62,  0.00, 339, 0, 0.00, 1
2018/12/03, 04:32:44, -37.856274, 77.522865, 21.62,  0.00, 339, 0, 0.00, 1
2018/12/03, 04:32:45, -37.856274, 77.522865, 21.62,  0.00, 339, 0, 0.00, 1
2018/12/03, 04:32:46, -37.856274, 77.522865, 21.62,  0.00, 339, 0, 0.00, 1
2018/12/03, 04:32:47, -37.856274, 77.522865, 21.62,  0.00, 339, 0, 0.00, 1
2018/12/03, 04:32:48, -37.856274, 77.522865, 21.62,  0.00, 339, 0, 0.00, 1
2018/12/03, 04:32:50, -37.856274, 77.522865, 21.62,  0.00, 339, 0, 0.00, 1
2018/12/03, 04:32:51, -37.856274, 77.522865, 21.62,  0.00, 339, 0, 0.00, 1
2018/12/03, 04:32:52, -37.856274, 77.522858, 19.35,  2340.00, 251, 0, 0.61, 1
2018/12/03, 04:32:53, -37.856277, 77.522858, 20.03,  900.00, 251, 0, 0.33, 1
2018/12/03, 04:32:54, -37.856277, 77.522865, 20.24,  216.00, 251, 0, 0.61, 1
2018/12/03, 04:32:57, -37.856277, 77.522865, 20.22,  0.00, 251, 0, 0.00, 1
2018/12/03, 04:32:58, -37.856277, 77.522865, 20.22,  0.00, 251, 0, 0.00, 1
2018/12/03, 04:32:59, -37.856277, 77.522865, 20.22,  0.00, 251, 0, 0.00, 1
2018/12/03, 04:33:00, -37.856281, 77.522873, 18.57,  1584.00, 251, 0, 0.83, 1
2018/12/03, 04:33:01, -37.856285, 77.522873, 18.55,  1908.00, 251, 0, 0.44, 1
2018/12/03, 04:33:02, -37.856289, 77.522873, 18.17,  2304.00, 212, 0, 0.44, 1
2018/12/03, 04:33:03, -37.856289, 77.522881, 17.58,  1944.00, 212, 0, 0.70, 1
2018/12/03, 04:33:04, -37.856297, 77.522881, 17.09,  2232.00, 200, 0, 0.89, 1
2018/12/03, 04:33:05, -37.856297, 77.522881, 16.84,  1764.00, 200, 0, 0.00, 1
2018/12/03, 04:33:06, -37.856300, 77.522881, 16.50,  1620.00, 200, 0, 0.33, 1
2018/12/03, 04:33:07, -37.856304, 77.522873, 16.63,  1764.00, 200, 0, 0.83, 1
2018/12/03, 04:33:08, -37.856308, 77.522865, 16.70,  1692.00, 200, 0, 0.83, 1
2018/12/03, 04:33:09, -37.856308, 77.522865, 16.67,  1692.00, 200, 0, 0.00, 1
2018/12/03, 04:33:10, -37.856308, 77.522850, 16.51,  2160.00, 206, 0, 1.32, 1
2018/12/03, 04:33:11, -37.856319, 77.522842, 16.69,  2520.00, 209, 0, 1.41, 1
2018/12/03, 04:33:12, -37.856323, 77.522858, 16.55,  1980.00, 209, 0, 1.47, 1
2018/12/03, 04:33:13, -37.856327, 77.522858, 16.70,  1620.00, 209, 0, 0.44, 1
2018/12/03, 04:33:18, -37.856323, 77.522858, 15.65,  900.00, 209, 0, 0.44, 1
2018/12/03, 04:33:19, -37.856327, 77.522865, 15.88,  1224.00, 209, 0, 0.76, 1
2018/12/03, 04:33:20, -37.856331, 77.522873, 15.66,  2016.00, 209, -4, 0.83, 1
2018/12/04, 02:42:58, -37.855412, 77.523849, 3.88,  2016.00, 209, -2, 0.00, 1
2018/12/04, 02:57:37, -37.855412, 77.523849, 3.88,  0.00, 224, 0, 0.00, 1
2018/12/04, 03:03:01, -37.856361, 77.522827, 40.30,  0.00, 44, 0, 138.51, 
2018/12/04, 03:15:40, -37.856106, 77.523201, 42.58,  0.00, 135, 0, 43.38, 
2018/12/04, 03:29:05, -37.856106, 77.523125, 41.29,  0.00, 91, 0, 6.67, 
2018/12/04, 03:34:28, -37.855946, 77.523285, 40.66,  1728.00, 238, 0, 22.67, 
2018/12/04, 03:40:54, -37.856422, 77.522583, 57.84,  0.00, 46, 0, 81.24, 
2018/12/04, 03:46:33, -37.856651, 77.522354, 170.49,  1440.00, 229, 0, 32.44, 
2018/12/04, 03:54:02, -37.855335, 77.523247, -8.64,  3060.00, 205, 0, 166.01, 1
2018/12/04, 03:59:38, -37.856205, 77.522964, 16.21,  540.00, 192, 0, 99.88, 1
2018/12/04, 04:05:50, -37.856117, 77.522766, 50.55,  0.00, 209, 0, 19.95, 
2018/12/04, 04:11:00, -37.856388, 77.522972, -29.79,  0.00, 346, 0, 35.14, 
2018/12/04, 04:16:11, -37.855736, 77.523041, 52.81,  1512.00, 189, 0, 72.75, 
2018/12/04, 04:21:35, -37.855999, 77.523247, 0.32,  0.00, 225, 0, 34.38, 
2018/12/04, 05:41:03, -37.855999, 77.523247, 0.32,  0.00, 225, 0, 0.00, 
2018/12/04, 05:46:35, -37.854527, 77.524063, 158.48,  1044.00, 268, 0, 178.67, 
2018/12/04, 05:52:11, -37.854530, 77.523949, 138.14,  108.00, 210, 0, 10.01, 
2018/12/04, 05:58:52, -37.854492, 77.524002, 149.27,  504.00, 201, 0, 6.29, 
2018/12/04, 06:04:32, -37.854561, 77.523994, 149.67,  468.00, 218, 0, 7.70, 1
2018/12/04, 06:10:55, -37.854546, 77.523964, 150.87,  1188.00, 37, 0, 3.12, 1
2018/12/04, 06:16:03, -37.854515, 77.523979, 128.37,  0.00, 13, 0, 3.69, 
2018/12/04, 06:21:11, -37.858196, 77.511604, 117.07,  43848.00, 251, 0, 1161.00, 1
2018/12/04, 06:26:12, -37.866138, 77.500778, -1.09,  0.00, 113, 0, 1297.35, 1
2018/12/04, 06:31:12, -37.866245, 77.500664, -1.76,  0.00, 241, 0, 15.55, 
2018/12/04, 06:36:11, -37.866367, 77.500687, -6.80,  0.00, 0, 0, 13.72, 
2018/12/04, 06:41:09, -37.867023, 77.501015, -2.46,  576.00, 82, 0, 78.42, 1
2018/12/04, 06:46:09, -37.866905, 77.501877, 8.17,  36000.00, 262, 0, 76.80, 1
2018/12/04, 06:51:08, -37.864239, 77.482582, 3.83,  42948.00, 289, 0, 1719.52, 1
2018/12/04, 06:56:06, -37.858681, 77.466522, 10.62,  0.00, 349, 0, 1539.38, 1
2018/12/04, 07:01:09, -37.857044, 77.464470, 7.69,  39312.00, 284, 0, 256.10, 1
2018/12/04, 07:06:12, -37.843285, 77.438866, -1.35,  50796.00, 326, 0, 2719.28, 1
2018/12/04, 07:11:15, -37.830921, 77.415344, 7.04,  33444.00, 282, 0, 2481.32, 1
2018/12/04, 07:16:19, -37.826775, 77.404694, 5.17,  0.00, 131, 0, 1042.80, 1
2018/12/04, 07:21:26, -37.825676, 77.402466, 1.12,  45180.00, 329, 0, 230.71, 1
2018/12/04, 07:26:33, -37.806847, 77.379204, 7.53,  42192.00, 296, 0, 2925.56, 1
2018/12/04, 07:31:58, -37.792862, 77.356628, 7.51,  58896.00, 336, 0, 2520.46, 1
2018/12/04, 07:37:24, -37.787678, 77.349991, 7.60,  360.00, 226, 0, 820.01, 1
2018/12/04, 07:42:49, -37.787518, 77.350174, 7.48,  1224.00, 160, 0, 23.98, 1
2018/12/04, 07:48:52, -37.786774, 77.349892, 6.93,  864.00, 97, 0, 86.36, 1
2018/12/04, 07:55:51, -37.786606, 77.350189, 7.33,  4680.00, 40, 0, 32.10, 1
2018/12/04, 08:03:50, -37.785355, 77.351639, -7.94,  45540.00, 344, 0, 188.64, 1
2018/12/04, 08:12:35, -37.745811, 77.327423, -0.79,  35424.00, 40, 0, 4885.23, 1
2018/12/04, 08:17:40, -37.722473, 77.309547, 5.66,  43020.00, 322, 0, 3034.07, 1
2018/12/04, 08:22:43, -37.692860, 77.300453, 1.41,  57096.00, 35, 0, 3388.61, 1
2018/12/04, 08:27:48, -37.676174, 77.286469, -3.35,  42084.00, 50, 0, 2226.39, 1
2018/12/04, 08:32:53, -37.650352, 77.266388, 6.59,  48024.00, 311, 0, 3371.74, 1
2018/12/04, 08:37:58, -37.637321, 77.243645, 6.29,  36036.00, 287, 0, 2471.71, 1
2018/12/04, 08:43:02, -37.621037, 77.224236, 2.09,  32904.00, 221, 0, 2490.00, 1
2018/12/04, 08:48:07, -37.603226, 77.204948, 6.32,  45576.00, 321, 0, 2609.38, 1
2018/12/04, 08:53:13, -37.578182, 77.192108, 4.61,  43884.00, 319, 0, 3005.80, 1
2018/12/04, 08:58:18, -37.558582, 77.172615, 8.07,  38736.00, 282, 0, 2775.16, 1
2018/12/04, 09:03:29, -37.534245, 77.152702, 6.42,  44604.00, 286, 0, 3225.72, 1
2018/12/04, 09:08:35, -37.512428, 77.132637, 5.07,  41076.00, 329, 0, 3002.73, 1
2018/12/04, 09:14:21, -37.498646, 77.112740, 0.09,  54216.00, 331, 0, 2330.02, 1
2018/12/04, 09:19:43, -37.472771, 77.092209, 0.32,  48888.00, 331, 0, 3399.96, 1
2018/12/04, 09:24:46, -37.450336, 77.070892, 3.33,  41724.00, 301, 0, 3124.63, 1
2018/12/04, 09:29:48, -37.420509, 77.051338, -0.82,  50400.00, 17, 0, 3739.07, 1
2018/12/04, 09:34:51, -37.394295, 77.036201, -2.35,  44208.00, 329, 0, 3206.86, 1
2018/12/04, 09:39:54, -37.386116, 77.022736, -0.91,  51048.00, 8, 0, 1497.41, 1
2018/12/04, 09:44:57, -37.361702, 77.001709, 3.29,  47052.00, 347, 0, 3289.69, 1
2018/12/04, 09:50:01, -37.340435, 76.982506, 0.16,  21456.00, 271, 0, 2910.91, 1
2018/12/04, 09:55:06, -37.324657, 76.960892, -3.54,  36540.00, 292, 0, 2594.21, 1
2018/12/04, 10:00:16, -37.304302, 76.943115, 12.05,  66420.00, 8, 0, 2755.80, 1
2018/12/04, 10:05:24, -37.275764, 76.936935, 9.48,  51552.00, 332, 0, 3220.03, 1
2018/12/04, 10:10:33, -37.262264, 76.918312, 7.29,  30852.00, 228, 0, 2229.14, 1
2018/12/04, 10:15:42, -37.251003, 76.902000, 7.56,  45108.00, 315, 0, 1911.05, 1
2018/12/04, 10:20:52, -37.241020, 76.887550, 6.05,  27648.00, 292, 0, 1693.58, 1
2018/12/04, 10:26:02, -37.224220, 76.866066, 2.88,  43236.00, 7, 0, 2665.97, 1
2018/12/04, 10:31:13, -37.203545, 76.846931, -4.87,  34272.00, 338, 0, 2855.95, 1
2018/12/04, 10:36:23, -37.198128, 76.822990, -7.66,  36036.00, 245, 0, 2204.33, 1
2018/12/04, 10:41:35, -37.182777, 76.800880, 7.36,  26784.00, 309, 0, 2597.99, 1
2018/12/04, 10:46:47, -37.166981, 76.782089, 1.85,  27468.00, 181, 0, 2420.10, 1
2018/12/04, 10:52:01, -37.143875, 76.762085, 4.58,  31824.00, 300, 0, 3121.53, 1
2018/12/04, 10:57:13, -37.125202, 76.741547, 0.81,  53784.00, 334, 0, 2761.50, 1
2018/12/04, 11:03:04, -37.110031, 76.730362, -2.14,  612.00, 14, 0, 1956.86, 1
2018/12/04, 11:09:27, -37.084919, 76.726852, 4.88,  47412.00, 357, 0, 2809.63, 1
2018/12/04, 11:14:35, -37.053673, 76.715759, 4.79,  48312.00, 335, 0, 3611.11, 1
2018/12/04, 11:19:41, -37.033089, 76.705612, -0.64,  41616.00, 50, 0, 2459.64, 1
2018/12/04, 11:24:49, -37.001759, 76.716446, -3.66,  59652.00, 346, 0, 3614.09, 1
2018/12/04, 11:29:55, -36.977001, 76.698006, -5.36,  24696.00, 260, 0, 3203.30, 1
2018/12/04, 11:35:02, -36.945583, 76.695992, -3.60,  39240.00, 251, 0, 3498.10, 1
2018/12/04, 11:40:11, -36.921291, 76.673981, 2.17,  45864.00, 93, 0, 3335.21, 1
2018/12/04, 11:45:19, -36.897896, 76.655807, 5.25,  56556.00, 350, 0, 3062.40, 1
2018/12/04, 11:50:26, -36.877274, 76.627365, 0.10,  40320.00, 300, 0, 3414.16, 1
2018/12/04, 11:55:32, -36.861847, 76.606621, -7.90,  55080.00, 350, 0, 2519.48, 1
2018/12/04, 12:01:03, -36.844719, 76.584488, 1.84,  49176.00, 308, 0, 2739.60, 1
2018/12/04, 12:06:06, -36.832867, 76.568077, -8.33,  33768.00, 248, 0, 1967.16, 1
2018/12/04, 12:11:09, -36.818451, 76.541832, 0.28,  35208.00, 324, 0, 2833.10, 1
2018/12/04, 12:16:12, -36.804035, 76.521027, 4.56,  41796.00, 314, 0, 2449.49, 1
2018/12/04, 12:21:15, -36.781563, 76.497826, 5.56,  43884.00, 2, 0, 3242.22, 1
2018/12/04, 12:26:17, -36.768177, 76.471367, -5.54,  13428.00, 251, 0, 2787.31, 1
2018/12/04, 12:31:19, -36.748791, 76.445206, 4.20,  38232.00, 349, 0, 3174.63, 1
2018/12/04, 12:36:22, -36.723911, 76.421432, -3.96,  40068.00, 252, 0, 3484.52, 1
2018/12/04, 12:41:24, -36.719185, 76.395676, 1.81,  34884.00, 278, 0, 2354.97, 1
2018/12/04, 12:46:26, -36.698910, 76.370499, -4.74,  35640.00, 30, 0, 3181.16, 1
2018/12/04, 12:51:28, -36.665886, 76.357010, 3.34,  49500.00, 318, 0, 3864.09, 1
2018/12/04, 12:56:30, -36.640945, 76.335930, -1.34,  27072.00, 2, 0, 3350.75, 1
2018/12/04, 13:01:35, -36.617397, 76.320648, 3.87,  56628.00, 345, 0, 2952.25, 1
2018/12/04, 13:06:38, -36.592266, 76.298843, 5.92,  46944.00, 336, 0, 3405.49, 1
2018/12/04, 13:11:41, -36.576698, 76.285233, 0.10,  57996.00, 319, 0, 2115.03, 1
2018/12/04, 13:16:43, -36.552284, 76.265106, 10.41,  32364.00, 295, 0, 3255.89, 1
2018/12/04, 13:21:55, -36.527966, 76.240250, 4.60,  54900.00, 16, 0, 3498.98, 1
2018/12/04, 13:27:11, -36.505379, 76.217491, 0.18,  32832.00, 282, 0, 3231.80, 1
2018/12/04, 13:32:32, -36.483082, 76.208458, -11.54,  41328.00, 307, 0, 2607.49, 1
